"training_id","tender_id","department","category","location","estimated_value","final_contract_value","number_of_bidders","winning_vendor","vendor_specialization","is_specialized_for_tender","historical_win_rate","previous_tenders","previous_wins","vendor_a_bid","vendor_b_bid","vendor_c_bid","bid_similarity_percent","a_won_comparable_tenders","b_c_repeatedly_participated","comparable_tenders","average_comparable_price","current_price_vs_comparable_percent","network_relationship_strength","shared_tenders","regional_price_variation","market_price_increase","investigation_priority"
108,"TND-ML-00108","Public Works Department","Infrastructure","Bengaluru",165011217.77,177060655.78,5,"Vendor 198","Construction",True,50.00,34,17,176185402.16,173862861.49,180009134.16,70.19,6,False,7,148292006.52,19.40,0.53,11,5.98,5.14,50.44
109,"TND-ML-00109","Urban Development Department","Infrastructure","Mangaluru",35831238.37,41313929.01,8,"Vendor 085","Healthcare",True,45.00,40,18,41286037.06,41396727.62,41672874.97,77.45,8,False,16,31629098.92,30.62,0.61,11,1.00,6.23,62.93
110,"TND-ML-00110","Public Works Department","Equipment Supply","Tumakuru",89340030.75,85463891.51,10,"Vendor 440","Equipment Supply",False,46.74,92,43,84170673.21,86642022.40,85188829.82,53.49,3,False,17,79067343.43,8.09,0.30,7,0.81,7.92,30.91
111,"TND-ML-00111","Water Resources Department","Road construction","Udupi",47166256.22,52003007.94,10,"Vendor 028","Infrastructure",False,81.13,53,43,51934849.10,51210682.49,51590208.82,78.35,7,False,9,41782908.52,24.46,0.73,10,3.11,8.82,59.56
112,"TND-ML-00112","Public Works Department","IT Services","Bengaluru",109126875.32,104775626.82,7,"Vendor 385","Equipment Supply",False,78.95,38,30,103433059.45,103849890.59,105599131.97,56.63,3,False,19,95965952.39,9.18,0.34,8,2.64,8.20,33.47
113,"TND-ML-00113","Municipal Corporation","Infrastructure","Shivamogga",175153566.66,234758620.36,6,"Vendor 083","Equipment Supply",False,47.78,90,43,232501471.60,232965980.33,234144460.41,88.49,9,True,17,169354076.15,38.62,0.80,19,6.98,1.91,82.00
114,"TND-ML-00114","Water Resources Department","Consulting","Mysuru",83809186.70,96324304.13,5,"Vendor 458","Construction",True,53.85,13,7,96630284.82,94945356.28,94840564.62,82.87,7,False,17,72741507.42,32.42,0.79,14,5.29,3.48,68.72
115,"TND-ML-00115","Municipal Corporation","Healthcare","Davangere",11796665.43,12433123.40,6,"Vendor 065","IT Services",True,30.95,84,26,12311286.86,12363347.47,12578783.61,60.69,4,False,17,11506824.06,8.05,0.41,5,4.74,1.70,30.72
116,"TND-ML-00116","Public Works Department","Consulting","Hubballi",87297506.55,103858952.77,10,"Vendor 291","Equipment Supply",True,66.67,27,18,102953658.85,104658799.13,104524293.17,76.09,8,True,14,80617055.63,28.83,0.70,14,6.73,4.49,72.45
117,"TND-ML-00117","Public Works Department","IT Services","Udupi",199907942.27,192213186.40,6,"Vendor 479","Healthcare",False,66.67,42,28,190639019.70,191244224.94,193783427.43,57.51,4,False,18,172838041.90,11.21,0.28,5,6.86,1.14,35.91
118,"TND-ML-00118","Water Resources Department","Infrastructure","Shivamogga",186649247.46,201882137.91,10,"Vendor 363","Consulting",True,40.63,32,13,199484116.12,198066148.99,202484493.33,67.86,4,False,14,168389471.94,19.89,0.40,10,3.89,7.27,42.68
119,"TND-ML-00119","Municipal Corporation","Road construction","Tumakuru",115296448.53,122471802.67,4,"Vendor 246","Consulting",True,61.29,62,38,120502410.59,123190567.95,123837486.13,60.91,5,False,6,112762915.63,8.61,0.29,5,3.83,2.78,37.63
120,"TND-ML-00120","Urban Development Department","Road construction","Ballari",98650349.50,110989603.30,10,"Vendor 065","IT Services",True,85.25,61,52,109955876.33,111009752.96,110224291.75,72.03,6,False,16,88649842.89,25.20,0.59,14,6.82,6.89,56.87
121,"TND-ML-00121","Municipal Corporation","Consulting","Bengaluru",190202733.28,215101649.38,8,"Vendor 364","IT Services",False,58.82,17,10,213573199.29,215288866.42,217505699.34,74.92,6,False,15,174453892.44,23.30,0.68,10,4.51,7.26,54.71
122,"TND-ML-00122","Municipal Corporation","Equipment Supply","Shivamogga",122241763.26,132700530.10,4,"Vendor 270","IT Services",True,76.92,13,10,130371304.42,133830162.90,134579377.55,63.97,4,False,6,114318168.59,16.08,0.36,8,1.17,4.37,43.77
123,"TND-ML-00123","Municipal Corporation","Road construction","Mysuru",86214625.90,113640248.75,3,"Vendor 255","IT Services",False,50.00,18,9,113983384.45,112953697.27,115697227.79,95.05,9,False,6,84096979.76,35.13,0.91,20,0.79,2.82,77.19
124,"TND-ML-00124","Water Resources Department","Bridge construction","Davangere",19418251.04,20364602.78,3,"Vendor 159","Consulting",False,30.30,66,20,20091177.10,20542841.08,20044984.94,75.15,7,False,12,16866492.28,20.74,0.64,11,1.77,5.14,51.83
125,"TND-ML-00125","Urban Development Department","IT Services","Mysuru",191978535.22,185563455.37,6,"Vendor 209","Healthcare",False,58.82,17,10,183480053.65,187560008.92,186092326.15,59.26,3,False,15,165474813.06,12.14,0.29,6,7.33,5.80,34.47
126,"TND-ML-00126","Urban Development Department","IT Services","Tumakuru",30647716.67,39865733.25,5,"Vendor 120","Equipment Supply",False,34.55,55,19,39410061.27,40006663.57,39329144.19,88.01,8,True,16,29421205.35,35.50,0.86,15,7.96,8.62,74.17
127,"TND-ML-00127","Rural Development Department","Healthcare","Ballari",196843927.97,226723781.40,10,"Vendor 364","Healthcare",True,77.78,27,21,223813435.06,230121627.99,228264582.69,79.87,7,False,14,178396239.99,27.09,0.69,10,6.77,4.89,56.97
128,"TND-ML-00128","Municipal Corporation","Road construction","Shivamogga",15968661.05,19616571.94,10,"Vendor 451","IT Services",False,87.50,16,14,19348211.75,19543090.43,19461972.56,94.45,9,True,8,14438813.44,35.86,0.87,15,5.01,6.35,82.48
129,"TND-ML-00129","Rural Development Department","Healthcare","Udupi",137870543.01,160576096.98,10,"Vendor 039","Equipment Supply",True,50.00,46,23,158071696.08,157917378.52,158317243.80,74.61,6,False,14,131706116.29,21.92,0.64,12,1.49,4.67,53.51
130,"TND-ML-00130","Public Works Department","Infrastructure","Mysuru",170995400.22,188235880.84,3,"Vendor 092","Construction",False,62.96,54,34,185406089.41,184501878.04,187673094.09,72.31,7,False,11,150132302.47,25.38,0.52,14,2.01,8.09,58.92
131,"TND-ML-00131","Urban Development Department","Road construction","Tumakuru",28902652.77,34095872.85,4,"Vendor 051","Equipment Supply",True,30.00,10,3,33873087.41,33466828.87,33670091.51,81.79,6,False,5,26635319.78,28.01,0.67,14,5.51,2.93,56.08
132,"TND-ML-00132","Water Resources Department","Equipment Supply","Shivamogga",123404279.26,123377957.86,3,"Vendor 443","Equipment Supply",False,76.67,30,23,122456657.32,124479089.32,121689437.04,57.06,3,False,16,110991325.89,11.16,0.32,6,6.81,5.95,39.69
133,"TND-ML-00133","Municipal Corporation","IT Services","Davangere",125073562.18,143216800.74,4,"Vendor 036","Construction",True,73.03,89,65,143853672.11,144396352.48,142518039.06,62.97,5,False,14,121103332.27,18.26,0.41,10,4.76,7.03,47.29
134,"TND-ML-00134","Rural Development Department","Infrastructure","Belagavi",185559827.03,223829643.55,6,"Vendor 309","IT Services",False,36.11,72,26,220289444.93,226834935.29,223458141.76,89.17,8,True,12,167612433.39,33.54,0.90,18,0.76,2.31,77.49
135,"TND-ML-00135","Urban Development Department","Road construction","Shivamogga",158257325.25,165989168.44,4,"Vendor 008","Infrastructure",True,36.59,41,15,166070646.90,166818241.40,166003187.99,68.64,5,False,6,139322787.01,19.14,0.43,12,1.77,6.09,46.95
136,"TND-ML-00136","Rural Development Department","IT Services","Mangaluru",177058125.13,176938333.84,3,"Vendor 245","IT Services",False,60.00,65,39,173864641.72,177008881.40,174918221.65,60.72,3,False,6,163468527.20,8.24,0.27,4,1.11,6.04,32.09
137,"TND-ML-00137","Water Resources Department","Equipment Supply","Ballari",144798093.29,183409131.99,3,"Vendor 480","Consulting",True,86.49,37,32,184050740.14,183134494.00,184362961.30,79.54,7,True,18,141149093.42,29.94,0.77,17,4.00,8.19,76.71
138,"TND-ML-00138","Urban Development Department","Infrastructure","Belagavi",182920010.60,231725977.47,5,"Vendor 297","Construction",False,78.57,14,11,227419460.84,228846438.43,228009515.20,95.09,9,False,11,162957790.06,42.20,0.93,17,6.56,2.64,84.98
139,"TND-ML-00139","Urban Development Department","Healthcare","Tumakuru",18663406.01,17887680.19,9,"Vendor 409","IT Services",True,50.00,20,10,17736474.85,17757418.75,18220972.88,52.99,3,False,14,16625783.24,7.59,0.24,4,6.52,4.36,27.54
140,"TND-ML-00140","Water Resources Department","Consulting","Belagavi",193894796.29,211549105.98,9,"Vendor 429","Consulting",True,79.01,81,64,211757847.74,211223716.39,212586200.49,57.17,3,False,6,188849407.23,12.02,0.36,7,1.59,3.86,37.24
141,"TND-ML-00141","Water Resources Department","Infrastructure","Davangere",18527002.64,20098209.38,6,"Vendor 417","Consulting",True,46.67,45,21,20145493.08,20208367.89,19905457.29,74.35,6,False,12,16595004.03,21.11,0.57,13,1.54,2.24,53.47
142,"TND-ML-00142","Public Works Department","Consulting","Belagavi",82286007.60,89112309.42,8,"Vendor 370","IT Services",True,77.32,97,75,89152668.19,88642076.15,88573965.09,68.84,6,False,10,72602500.75,22.74,0.54,9,6.94,5.25,49.50
143,"TND-ML-00143","Rural Development Department","Bridge construction","Tumakuru",140638104.58,161193480.62,3,"Vendor 253","IT Services",True,29.17,72,21,160393667.52,163493043.25,159941525.45,81.43,8,False,16,127465981.83,26.46,0.70,11,6.56,3.03,56.87
144,"TND-ML-00144","Urban Development Department","Road construction","Belagavi",103017165.84,129011647.44,10,"Vendor 200","Consulting",False,84.75,59,50,127196400.90,130891843.43,127811814.16,96.88,9,False,19,94327445.67,36.77,0.96,17,6.31,5.62,76.93
145,"TND-ML-00145","Urban Development Department","Consulting","Belagavi",30725329.61,37780075.96,5,"Vendor 071","Infrastructure",True,87.91,91,80,37770230.74,38009667.27,37937782.11,92.18,10,True,6,27230846.16,38.74,0.95,18,1.13,2.14,86.86
146,"TND-ML-00146","Water Resources Department","Equipment Supply","Tumakuru",70325135.76,71998075.83,5,"Vendor 059","Healthcare",True,31.88,69,22,70566348.75,73059590.93,71297764.40,72.24,6,False,7,60665719.44,18.68,0.57,12,4.66,6.32,45.06
147,"TND-ML-00147","Urban Development Department","Bridge construction","Belagavi",188504559.70,194740984.16,3,"Vendor 192","Equipment Supply",True,54.32,81,44,194950867.88,193041414.24,195473594.00,67.30,4,False,11,158829609.46,22.61,0.50,9,2.46,3.83,49.25
148,"TND-ML-00148","Public Works Department","Infrastructure","Mangaluru",155989410.83,171156751.36,7,"Vendor 060","Consulting",False,60.64,94,57,170897369.01,170191285.14,169071719.73,69.70,5,False,19,142227647.80,20.34,0.49,12,1.67,8.74,52.36
149,"TND-ML-00149","Municipal Corporation","Consulting","Tumakuru",169974502.82,170778969.16,3,"Vendor 149","Consulting",True,40.00,25,10,167818314.39,172986143.65,169346243.89,59.74,4,False,9,152877064.86,11.71,0.44,8,0.70,8.92,35.88
150,"TND-ML-00150","Public Works Department","IT Services","Bengaluru",76569681.29,77523506.40,7,"Vendor 480","IT Services",True,66.67,24,16,77698852.96,76333853.69,77163870.97,71.46,6,False,13,65211563.26,18.88,0.63,10,3.58,1.11,55.98
151,"TND-ML-00151","Water Resources Department","Road construction","Belagavi",158081303.23,178817805.79,10,"Vendor 157","Infrastructure",False,75.61,82,62,176337164.14,180435478.36,177631322.84,74.10,6,False,5,144022072.96,24.16,0.57,12,1.33,3.44,60.28
152,"TND-ML-00152","Rural Development Department","Infrastructure","Ballari",78961460.07,93189411.02,6,"Vendor 098","Healthcare",False,73.33,60,44,92417309.09,92600104.02,93379248.97,72.16,7,False,13,75899504.01,22.78,0.62,14,0.41,4.24,61.32
153,"TND-ML-00153","Water Resources Department","Infrastructure","Shivamogga",189832700.82,236051909.67,8,"Vendor 381","IT Services",False,28.57,35,10,232903527.87,234523399.54,236647642.75,83.41,9,True,17,183270116.20,28.80,0.75,17,5.74,3.16,69.44
154,"TND-ML-00154","Public Works Department","Equipment Supply","Mangaluru",112894266.16,111191491.36,8,"Vendor 328","Consulting",True,26.67,30,8,110611766.21,109459412.41,110015798.96,60.05,4,False,19,100918035.36,10.18,0.34,6,3.02,2.20,30.47
155,"TND-ML-00155","Urban Development Department","Road construction","Udupi",92691605.74,98894731.54,6,"Vendor 079","Consulting",True,71.74,46,33,98725036.15,98087673.23,99655216.53,62.01,5,False,12,89741135.70,10.20,0.40,10,2.30,1.01,42.45
156,"TND-ML-00156","Rural Development Department","Healthcare","Hubballi",199347330.34,230473935.10,7,"Vendor 409","Healthcare",True,42.86,35,15,225987882.05,230698987.13,230922955.24,73.68,5,False,10,182221643.82,26.48,0.59,13,7.67,4.31,54.91
157,"TND-ML-00157","Urban Development Department","Healthcare","Tumakuru",175131260.72,222420242.95,9,"Vendor 360","Consulting",True,59.38,32,19,221473226.77,221786133.38,224267860.37,87.13,8,True,19,169994071.35,30.84,0.74,13,5.69,6.44,72.84
158,"TND-ML-00158","Rural Development Department","Infrastructure","Bengaluru",21555876.30,28413899.68,10,"Vendor 254","IT Services",True,52.08,96,50,28324421.67,28635486.91,28285474.78,92.63,9,True,8,20086172.54,41.46,0.90,17,3.07,3.68,87.14
159,"TND-ML-00159","Public Works Department","Healthcare","Udupi",70477862.35,84943695.02,7,"Vendor 480","Healthcare",False,50.00,32,16,85294386.01,84760025.54,84250154.01,88.45,8,True,18,63733264.57,33.28,0.83,17,4.09,6.83,76.61
160,"TND-ML-00160","Municipal Corporation","Road construction","Mangaluru",133361057.62,154899740.97,5,"Vendor 017","IT Services",True,60.00,95,57,152810763.08,156875967.37,157062249.69,92.43,9,False,16,114452298.63,35.34,0.78,14,2.33,1.61,75.95
161,"TND-ML-00161","Water Resources Department","Equipment Supply","Mangaluru",187264371.36,214472901.67,3,"Vendor 241","Construction",False,83.33,60,50,212744308.15,214271560.23,213269448.70,79.83,8,True,9,166619718.51,28.72,0.69,13,0.77,5.76,70.18
162,"TND-ML-00162","Public Works Department","IT Services","Tumakuru",146976788.46,157154641.13,5,"Vendor 251","Consulting",True,27.78,18,5,154283955.94,157820804.02,154890192.88,54.62,3,False,9,143193294.88,9.75,0.34,7,0.33,1.11,31.41
163,"TND-ML-00163","Public Works Department","Bridge construction","Shivamogga",71418680.36,70735746.68,6,"Vendor 256","Consulting",False,67.21,61,41,70606784.92,71639748.60,71075460.90,61.03,6,False,13,62904176.68,12.45,0.43,7,3.07,6.08,44.70
164,"TND-ML-00164","Water Resources Department","IT Services","Bengaluru",85593994.31,101157588.12,3,"Vendor 273","Infrastructure",True,70.45,88,62,99634746.10,99137505.54,100297798.10,84.03,7,True,12,75355771.84,34.24,0.74,16,0.75,6.72,77.99
165,"TND-ML-00165","Urban Development Department","Infrastructure","Belagavi",14870582.88,16062686.55,9,"Vendor 425","Equipment Supply",False,60.00,60,36,15826998.68,16097121.53,16148839.97,75.79,8,False,16,12936044.58,24.17,0.65,15,6.17,3.79,61.32
166,"TND-ML-00166","Urban Development Department","IT Services","Mangaluru",145829280.03,181019062.59,8,"Vendor 197","Equipment Supply",True,42.27,97,41,177569689.56,181767202.91,181541630.75,89.78,10,True,16,131258837.35,37.91,0.86,14,5.67,6.62,80.34
167,"TND-ML-00167","Rural Development Department","Infrastructure","Belagavi",94195730.84,116516041.53,8,"Vendor 489","Healthcare",False,33.33,99,33,115595646.55,117314008.25,118818034.13,96.87,9,True,17,84880921.93,37.27,0.92,18,1.41,3.35,79.97
168,"TND-ML-00168","Rural Development Department","Equipment Supply","Tumakuru",156026236.37,188890467.91,7,"Vendor 465","Healthcare",True,37.21,86,32,186337262.82,190391731.53,188248024.73,94.19,8,True,7,133822506.49,41.15,0.97,17,5.68,8.66,81.97
169,"TND-ML-00169","Municipal Corporation","Infrastructure","Udupi",18491758.01,18104083.99,10,"Vendor 432","IT Services",True,66.67,87,58,17939652.56,17756223.88,18458197.70,58.33,4,False,18,16910222.30,7.06,0.34,5,2.70,3.89,37.99
170,"TND-ML-00170","Urban Development Department","Bridge construction","Belagavi",26612538.81,27058933.72,6,"Vendor 096","IT Services",True,22.58,31,7,27030663.66,26794647.71,26660412.07,61.87,5,False,19,23794349.03,13.72,0.38,6,2.04,1.87,33.87
171,"TND-ML-00171","Urban Development Department","IT Services","Ballari",134936491.61,167293120.00,9,"Vendor 325","IT Services",True,35.00,60,21,167463142.74,169164897.74,165400956.23,77.79,7,False,19,129825485.02,28.86,0.66,15,2.07,4.43,61.48
172,"TND-ML-00172","Rural Development Department","Infrastructure","Belagavi",55512216.27,64170887.77,10,"Vendor 208","Construction",False,66.04,53,35,64469945.99,63650350.74,65382105.21,67.37,6,False,8,53003128.58,21.07,0.50,12,2.96,6.99,54.21
173,"TND-ML-00173","Urban Development Department","Equipment Supply","Davangere",88016630.19,83855982.08,7,"Vendor 318","Infrastructure",True,78.67,75,59,83252633.33,82235081.97,83040577.09,52.99,4,False,17,76191152.17,10.06,0.38,5,1.23,1.14,41.66
174,"TND-ML-00174","Public Works Department","Road construction","Mangaluru",70577121.78,84462163.44,3,"Vendor 195","IT Services",True,70.37,81,57,84142663.56,83151349.05,86073216.63,92.68,9,False,19,59451089.91,42.07,0.90,19,2.37,2.52,85.01
175,"TND-ML-00175","Municipal Corporation","Infrastructure","Mangaluru",33379244.82,39575030.86,10,"Vendor 154","Healthcare",True,59.62,52,31,39630267.90,38900975.24,40363520.84,85.42,9,True,6,28857394.53,37.14,0.85,18,0.67,2.98,82.14
176,"TND-ML-00176","Rural Development Department","Healthcare","Davangere",77714188.99,89196302.97,4,"Vendor 246","Infrastructure",True,83.58,67,56,88263310.58,88846424.63,90235917.20,80.63,8,False,10,69467525.68,28.40,0.70,13,0.11,4.53,64.64
177,"TND-ML-00177","Water Resources Department","IT Services","Udupi",106246166.52,139132736.33,8,"Vendor 265","Infrastructure",False,55.56,45,25,136882597.98,138666989.72,139561844.83,92.70,10,False,12,97602761.37,42.55,0.99,17,3.48,6.85,83.76
178,"TND-ML-00178","Rural Development Department","Bridge construction","Belagavi",40792992.35,50433351.94,10,"Vendor 123","IT Services",False,50.00,42,21,49580082.35,49645983.85,50339165.54,91.88,8,True,14,37286227.96,35.26,0.86,16,6.77,2.10,79.00
179,"TND-ML-00179","Urban Development Department","IT Services","Bengaluru",123518504.15,148149292.27,3,"Vendor 056","Consulting",True,80.77,26,21,147837855.34,149009749.58,146794599.87,94.23,10,True,18,107455786.08,37.87,0.99,21,4.72,3.41,84.60
180,"TND-ML-00180","Municipal Corporation","Healthcare","Belagavi",27891510.17,29540209.84,9,"Vendor 110","Construction",False,32.14,28,9,29302499.80,29309035.61,30079504.17,77.52,6,False,12,23830437.11,23.96,0.66,9,6.24,8.72,48.92
181,"TND-ML-00181","Urban Development Department","IT Services","Davangere",37961072.56,42518543.61,8,"Vendor 359","IT Services",True,50.00,22,11,42309603.42,41945425.21,41680103.34,67.46,6,False,7,34726023.86,22.44,0.57,10,6.19,3.09,49.60
182,"TND-ML-00182","Urban Development Department","Healthcare","Davangere",11394492.92,13974693.62,9,"Vendor 086","Infrastructure",True,68.75,16,11,13809596.35,13849796.09,13956868.45,96.74,10,False,8,10088574.66,38.52,0.95,16,6.12,4.99,79.81
183,"TND-ML-00183","Urban Development Department","Equipment Supply","Bengaluru",160961027.41,165682942.33,9,"Vendor 248","Construction",True,72.97,37,27,163882860.22,163374500.83,168406911.66,52.93,3,False,12,151046533.26,9.69,0.32,7,2.14,7.89,35.32
